P9	P14	P41	P43	P46	P47	P74	P75	P82	P84	P102	P107	P167	P178	P179	P186	P190	P191	P196	P212	P225	P261	P265	P266	P276	P291	P294	P295	P301	P304	P143	P149	Domain	Phylum	Class	Order	Family	Genus	Species
0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Shigella virus SHSML45
0	0	2	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Shigella virus SSP1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Vipunavirus	Vibrio virus pVp1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Cripavirus NB.1/2011/HUN
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Formica exsecta virus 1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Macrobrachium rosenbergii Taihu virus	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Plautia stali intestine virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Christensenvirus	Escherichia virus IME542
0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Eastlansingvirus	Shigella virus Sf12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	20	0	0	4	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Guelphvirus	Escherichia virus ACGM12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Guelphvirus	Escherichia virus EC3a
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Hanrivervirus	Escherichia phage aaroes
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Hanrivervirus	Escherichia phage damhaus
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Hanrivervirus	Escherichia phage Henu8
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Hanrivervirus	Salmonella phage slyngel
0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Loudonvirus	Escherichia virus DTL
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rtpvirus	Escherichia phage vB_EcoS.12210I
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rtpvirus	Escherichia virus IME253
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rtpvirus	Escherichia virus Rtp
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Sauletekiovirus	Pantoea virus AAS23
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Sertoctavirus	Escherichia virus SRT8
0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia phage vB_EcoS.DELF2
0	0	0	0	0	0	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus ADB2
0	0	0	0	0	0	0	1	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus BIFF
0	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus IME18
0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus JMPW1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus JMPW2
0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus SH2
0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus T1
0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus 008
0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus ISF002
0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	9	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus PSf2
0	0	0	0	0	0	0	20	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus Sfin.3
0	0	1	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus Sfin1
0	0	0	0	0	0	0	3	13	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus SH6
0	0	0	0	0	0	0	47	53	1	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	21	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Shigella virus Shfl1
0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia phage atuna
0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia phage tonijn
0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia phage tonn
0	0	0	0	0	0	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia phage tonnikala
0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia phage tunus
0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia virus 95
0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia virus SECphi27
0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Escherichia virus swan01
0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Warwickvirus	Shigella phage JK16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Enterobacter virus F20
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella phage PhiKpNIH.2
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella phage Sin4
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella phage vB_KpnS_15.38_KLPPOU149
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella phage vB_KpnS_Domnhall
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella phage vB_KpnS_SegesCirculi
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus 1513
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus GHK3
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus KpCol1
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus KpKT21phi1
1	0	0	0	0	0	12	0	0	3	0	0	9	0	0	1	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus NJR15
0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus NJS2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Wilsonroadvirus	Shigella virus Sd1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Bell pepper alphaendornavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Lagenaria siceraria alphaendornavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Ebolavirus	Tai Forest ebolavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Marburgvirus	Marburg marburgvirus
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	European mountain ash ringspot.associated emaravirus
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	Fig mosaic emaravirus
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	High Plains wheat mosaic emaravirus
0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Bouboui virus
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Kadam virus
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Nounane virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Tamana bat virus
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus C
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus G
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus L
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Lumpfish flavivirus	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Macrosiphum euphorbiae virus 1	
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pegivirus	Pegivirus H
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Atypical porcine pestivirus
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Norway rat pestivirus
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus C
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus G
0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	7	1	0	0	0	Viruses	Viruses	Viruses	Viruses	Fuselloviridae	Alphafusellovirus	Nitrosopumilus spindle.shaped virus
14	0	0	0	0	1	0	0	0	1	29	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	6	Viruses	Viruses	Viruses	Viruses	Fuselloviridae	Fuselloviridae	Sulfolobales Mexican fusellovirus 1
0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Cnidoscolus mosaic leaf deformation virus
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Corchorus yellow vein virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Cotton leaf curl Shahdadpur virus
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	East African cassava mosaic Malawi virus
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Hemidesmus yellow mosaic virus
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Jacquemontia mosaic Yucatan virus
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Macroptilium golden mosaic virus
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sida common mosaic virus
0	0	0	0	0	0	0	0	2	0	0	3	0	2	3	0	0	3	0	0	0	1	0	0	0	0	0	5	0	0	0	3	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sida yellow vein Madurai virus
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sunn hemp leaf distortion virus
0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	5	5	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Tobacco leaf curl Cuba virus
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Tomato leaf curl Gujarat virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Tomato mottle virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Tomato yellow mottle virus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Limeum africanum associated virus	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Chickpea yellow dwarf virus
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Chicken stool.associated gemycircularvirus
0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykibivirus	Rhinolophus associated gemykibivirus 2
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Gresnaviridae	Cyclophivirus	Ptyasnivirus 1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Choclo orthohantavirus
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Fugong orthohantavirus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Hantaan orthohantavirus
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Hantavirus Z10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Montano orthohantavirus
0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Agatevirus	Bacillus virus Agate
0	0	0	4	0	1	0	0	18	0	2	10	0	14	3	0	0	13	0	2	0	0	2	1	0	0	1	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Baoshanvirus	Staphylococcus virus BS1
0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Baoshanvirus	Staphylococcus virus BS2
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bastillevirus	Bacillus virus Bastille
2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bastillevirus	Bacillus virus Evoli
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bastillevirus	Bacillus virus HoodyT
0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bequatrovirus	Bacillus phage Phrodo
